unique_id|competitor_name|extraction_date|product_name|brand|brand_type|grammage_quantity|grammage_unit|producthierarchy_level1|producthierarchy_level2|producthierarchy_level3|producthierarchy_level4|producthierarchy_level5|regular_price|selling_price|price_was|promotion_price|promotion_valid_from|promotion_valid_upto|promotion_type|percentage_discount|promotion_description|price_per_unit|currency|breadcrumb|pdp_url|fat_%|variants|product_description|instructions|storage_instructions|country_of_origin|allergens|nutritional_score|organictype|file_name_1|image_url_1|file_name_2|image_url_2|file_name_3|image_url_3|file_name_4|image_url_4|file_name_5|image_url_5|file_name_6|image_url_6|upc|ingredients|servings_per_pack
18271|dirk|2025-03-27|Rambol Noot erop|Rambol||125|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Rambol noot erop|3.15|3.15||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Rambol noot erop|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/rambol%20noot%20erop/18271|||Smeltkaas met noten (50+).||Koel bewaren tussen +2°C +8°C. Ten minste houdbaar tot: zie zijkant||Kan sporen bevatten van Amandelen, Kan sporen bevatten van Cashewnoten, Bevat Selderij, Bevat Hazelnoten, Bevat Melk(eiwit), Bevat Noten, Bevat Walnoten||Non-Organic|18271_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/128382_1_685110_637949691633579439.png|18271_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/128383_1_685110_637949691643961344.png||||||||||KAZEN (35%), water, SCHAALVRUCHTEN (waarvan WALNOTEN 7,5%, HAZELNOTEN), boter (MELK), MELKeiwitten, magere MELKpoeder, smeltzouten: E452, E339, zout, verdikkingsmiddelen: carrageen, aroma (SELDERIJ, WALNOTEN), zuurteregelaar: MELKzuur|
28211|dirk|2025-03-27|President Brie 60+|President||125|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|President brie 60+|2.19|2.19||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>President brie 60+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/president%20brie%2060%2b/28211|||Brie - Zachte kaas van gepasteuriseerde koemelk (oorsprong melk: EU), 60+.||||Bevat Melk(eiwit), Kan sporen bevatten van Noten||Non-Organic|28211_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/112183_1_383539_638258050340063802.png||||||||||||Bevat MELK. Kan sporen van NOTEN bevatten|
41049|dirk|2025-03-27|Fraiche d'Or Brie pointe|Fraiche d'Or||200|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Fraiche dor brie pointe|1.49|1.49||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Fraiche dor brie pointe|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/fraiche%20dor%20brie%20pointe/41049|||Fraiche D'or brie||||Bevat Melk(eiwit)||Non-Organic|41049_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/117167_1_395688_638168967376960169.png||||||||||||Ingrediënten: Franse kaas van gepasteuriseerde koemelk|
78248|dirk|2025-03-27|Le Rustique Camembert|Le Rustique||250|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Le rustique camembert|4.25|4.25||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Le rustique camembert|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/le%20rustique%20camembert/78248|||Franse kaas (45+) van gepasteuriseerde koeMELK. - 45% VG/DS.|Ten minste houdbaar tot : zie zijkant|+4°C - +7°C||Bevat Melk(eiwit)||Non-Organic|78248_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/111420_1_437915_638035920119726194.png||||||||||||Ingrediënten: gepasteuriseerde KOEMELK, dierlijk stremsel, zout|
92506|dirk|2025-03-27|Zijerveld St. paulin|Zijerveld||200|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Zijerveld st paulin|2.99|2.99||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Zijerveld st paulin|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/zijerveld%20st%20paulin/92506|||Kaas 45+|De korst niet eten.|Te bewaren tussen +2°C en +8°C.||Bevat Melk(eiwit)||Non-Organic|92506_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/212404_1_450233_638756406507208144.png||||||||||||Ingrediënten: gepasteuriseerde MELK, zout, melkfermenten (MELK), conserveermiddel van de korst: natamycine.|
100297|dirk|2025-03-27|President Brie extra smeuig|President||200|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|President brie extra smeuig|3.45|3.45||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>President brie extra smeuig|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/president%20brie%20extra%20smeuig/100297|||Puntje brie: zachte kaas van gepasteuriseerde koemelk, 60+||Gekoeld bewaren tussen . +4°C+8C°. Ten minste houdbaar tot: zie achterzijde||Bevat Melk(eiwit)||Non-Organic|100297_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/216990_1_458786_638750526285691512.png||||||||||||Gepasteuriseerde koeMELK (Franse oorsprong),zout,fermenten,microbieel stemsel.|
109180|dirk|2025-03-27|Melkan Camembert|Melkan||240|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Melkan camembert|1.91|1.91||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Melkan camembert|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/melkan%20camembert/109180|||Camembert 50+||Gekoeld bewaren (max. 7°C).||Bevat Melk(eiwit), Bevat Lactose||Non-Organic|109180_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/214294_1_468076_638736780456611274.png||||||||||||Ingrediënten :MELK, zout, zuursel (MELK), witschimmelcultuur (MELK), microbieel stremsel|
546|dirk|2025-03-27|President Crème de brie|President||125|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|President crème de brie|2.49|2.49||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>President crème de brie|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/president%20cr%c3%a8me%20de%20brie/546|||Président crème de brie|Koel bewaren tussen +2°C en 12°C.|Koel bewaren tussen +2°C en 12°C.||Bevat Ei, Bevat Melk(eiwit)||Non-Organic|546_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/112361_1_125832_638332218626467551.png||||||||||||Ingrediënten: Brie Président (55%), magere melk, boter, melkeiwitten, smeltzouten: orthofosfaten, natriumpolyfosfaten, conserveringsmiddel: kaliumsorbaat, verdikkingsmiddelen: xantaangom, johannesbroodbloem. Kan sporen van ei bevatten.|
2588|dirk|2025-03-27|ERU Goudkuipje 48+ Naturel|ERU||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Eru goudkuipje 48+ naturel|1.61|1.61||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Eru goudkuipje 48+ naturel|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/eru%20goudkuipje%2048%2b%20naturel/2588|||Roomzachte smeerkaas 48+ * Roomzachte smeerbare kaas * Gemaakt van Goudse kazen * Lekker op boterham, cracker of op een toastje ERU Goudkuipje Naturel is een roomzachte smeerbare kaas, gemaakt van Goudse kazen. Generaties zijn ermee opgegroeid en ERU Goudkuipje is nog steeds één van de populairste soorten smeerbaar broodbeleg voor jong en oud. ERU Goudkuipje is ideaal voor het ontbijt, lunch en als tussendoortje. Verkrijgbaar in kuipje van 100 gram.||Koel bewaren tussen 4°C en 8°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|2588_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/13114_1_216710_637919199732713608.png|2588_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/72241_1_216710_637919199740984041.png||||||||||Ingrediënten: kaas (MELK), water, boter (MELK), MELKeiwitten, weipoeder (MELK), smeltzouten (E452, E339, E451), zout|
6657|dirk|2025-03-27|Old Amsterdam Crème|Old Amsterdam||125|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Old amsterdam crème|2.49|2.49||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Old amsterdam crème|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/old%20amsterdam%20cr%c3%a8me/6657|||Smeerkaas 48+||Koel bewaren. Na openen gekoeld bewaren en beperkt houdbaar||Bevat Melk(eiwit)||Non-Organic|6657_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/25388_1_347621_638095491084637327.png|6657_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/146562_1_347621_638095491092205976.png||||||||||Ingrediënten: 55,0% Kaas (MELK (gepasteuriseerd), zout, zuursel (MELK), stremsel, conserveermiddel (E251), kleurstof (carotenen)), water, boter(MELK), smeltzouten (E339, E452), natuurlijk aroma, zout|
10951|dirk|2025-03-27|ERU Smeerkaas Kids 30+|ERU||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Eru smeerkaas kids 30+|1.59|1.59||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Eru smeerkaas kids 30+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/eru%20smeerkaas%20kids%2030%2b/10951|||Smeerkaas 30+ met extra calcium * Milde smeerbare kaas rijk aan calcium * Bevat minder vet dan reguliere smeerbare kaas (12%) * Bevat 34,5% minder natrium dan reguliere smeerbare kaas ERU heeft speciaal voor kinderen vanaf 6 maanden een smeerbare kaas. Deze is dankzij de kaassoorten lekker, maar ook gezond, want het bevat 12% minder vet en 34,5% minder natrium dan reguliere smeerkaas. ERU Kids is daarnaast rijk aan calcium, mild van smaak en smeert ook nog eens gemakkelijk. Daarom is ERU Kids het perfecte en verantwoorde broodbeleg voor een evenwichtig ontbijt of lunch, voor thuis en om mee te nemen. Verkrijgbaar in kuipje van 100 gram.||Koel bewaren tussen 4Â°C en 8Â°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|10951_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/132765_1_329684_637988328663004527.png||||||||||||IngrediÃ«nten: water, kaas (MELK), magere MELKpoeder, MELKeiwitten, smeltzouten (E451, E452), zuurteregelaar (calciumfosfaat)|
10952|dirk|2025-03-27|ERU Prestige|ERU||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Eru prestige|2.05|2.05||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Eru prestige|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/eru%20prestige/10952|||Smeerkaas 48+ met extra gerijpte kaas ERU Prestige is een smeerbare kaas gemaakt van extra gerijpte kazen die meer dan 24 maanden hebben kunnen rijpen. Hierdoor krijgt ERU Prestige een unieke, krachtige smaak � maar met een zachte en romige textuur. Ideaal voor op brood, maar ook heerlijk op een cracker of op een hamburger.||Koel bewaren tussen 4°C en 8°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|10952_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/91961_1_329734_637919199843977364.png||||||||||||Ingrediënten: 52% kaas (waarvan 55% extra gerijpt), water, boter, smeltzouten (E452, E339), zout|
10953|dirk|2025-03-27|ERU Balans 15+ Naturel|ERU||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Eru balans 15+ naturel|1.59|1.59||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Eru balans 15+ naturel|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/eru%20balans%2015%2b%20naturel/10953|||Roomzachte smeerkaas 15+ * Heerlijk lichte smeerbare kaas * Bevat 5% vet * Past perfect in een gezonde leefstijl ERU Balans Naturel is een magere 15+ smeerbare kaas, gemaakt van Goudse kazen met een vleugje yoghurt. ERU Balans bevat 5% vet en past daarmee perfect in een gezond leef- en voedingspatroon. Daarnaast bevat ERU Balans 75% minder vet en 34,5% minder natrium dan soortgelijke smeerbare kazen. Het ideale beleg voor boterham, cracker of beschuit, maar ook voor ¿s avonds op een toastje. Verkrijgbaar in kuipje van 100 gram.||Koel bewaren tussen 4°C en 8°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|10953_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/13115_1_329736_637919199850113179.png||||||||||||Ingrediënten: kaas, water, magere yoghurt, magere melkpoeder, melkeiwitten, smeltzouten (E452, E451, E339)|
10968|dirk|2025-03-27|ERU Goudkuipje Sambal 45+|ERU||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Eru goudkuipje sambal 45+|1.69|1.69||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Eru goudkuipje sambal 45+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/eru%20goudkuipje%20sambal%2045%2b/10968|||"Roomzachte smeerkaas 45+ met sambal trassie ""*Pittige smeerbare kaas met sambal* Gemaakt van Goudse kazen* Lekker op boterham, cracker of op een toastje* ERU Goudkuipje Sambal is een pittige smeerbare kaas met sambal en gemaakt van Goudse kazen. Ideaal op een boterham, maar ook heerlijk op een cracker met plakjes komkommer. """||Koel bewaren tussen 4°C en 8°C. Na openen beperkt houdbaar.||Bevat Schaaldieren, Bevat Melk(eiwit)||Non-Organic|10968_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/196222_1_366412_638579424706049838.png||||||||||||Ingrediënten: kaas (MELK), water, boter (MELK), 3% sambal trassie (chilipepers, zout, trassie (garnalen (SCHAALDIEREN), zout, water), voedingszuur (azijnzuur), conserveermiddel (E202)), MELKeiwitten, weipoeder (MELK), smeltzouten (E452, E339, E451), gistextract|
19080|dirk|2025-03-27|ERU Goudkuipje 48+ Peper|ERU||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Eru goudkuipje 48+ peper|1.75|1.75||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Eru goudkuipje 48+ peper|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/eru%20goudkuipje%2048%2b%20peper/19080|||Roomzachte smeerkaas 48+ met gebroken zwarte peper *Pittige smeerbare kaas met versgemalen zwarte peper* Gemaakt van Goudse kazen* Lekker op boterham, cracker of op een toastje*ERU Goudkuipje Peper is een pittige smeerbare kaas met versgemalen zwarte peper en gemaakt van Goudse kazen. Ideaal voor op een boterham, maar ook heerlijk op een cracker of door een warme pasta.||Koel bewaren tussen 4°C en 8°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|19080_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/5917_1_376669_637919199979856873.png|19080_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/5916_1_376669_637919199992393292.png||||||||||Ingrediënten: kaas (MELK), water, boter (MELK), MELKeiwitten, weipoeder, (MELK), smeltzouten, (E452, E339, E451), zout, 0,3% gebroken zwarte peper, natuurlijk aroma.|
27444|dirk|2025-03-27|ERU Balans 15+ Belegen|ERU||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Eru balans 15+ belegen|1.34|1.34||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Eru balans 15+ belegen|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/eru%20balans%2015%2b%20belegen/27444|||Roomzachte smeerkaas 15+ *Heerlijk magere smeerbare kaas met belegen smaak * Bevat 5% vet * Past perfect in een gezonde leefstijl* ERU Balans Belegen is een heerlijk magere 15+ smeerbare kaas, gemaakt van Goudse kazen met een vleugje yoghurt en een belegen smaak. ERU Balans bevat 5% vet en past daarmee perfect in een gezond leef- en voedingspatroon. Daarnaast bevat ERU Balans 75% minder vet en 34,5% minder natrium dan soortgelijke smeerbare kazen. Ideaal voor op een boterham, maar ook heerlijk op een cracker of door een salade.||Koel bewaren tussen 4°C en 8°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|27444_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/9948_1_383457_637919200020353212.png|27444_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/9949_1_383457_637919200027957523.png||||||||||Ingrediënten: 39% kaas (waarvan 7% oude kaas), water, magere yoghurt, magere melkpoeder, melkeiwitten, smeltzouten (E452, E451, E339), zout|
62747|dirk|2025-03-27|1 de Beste Smeerkaas sambal 48+|1 de Beste||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|1 de beste smeerkaas sambal 48+|0.63|0.63||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>1 de beste smeerkaas sambal 48+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/1%20de%20beste%20smeerkaas%20sambal%2048%2b/62747|||Smeerkaas 45+ met sambal trassie Smeerkaas met sambal van 1 de Beste geeft een pittige twist aan je brood of toast, heerlijk voor wie van wat extra pit houdt. Bij Dirk geniet je van de beste smaak voor een lage prijs.||Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar||Bevat Lactose, Bevat Schaaldieren, Bevat Melk(eiwit)|E|Non-Organic|62747_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/58708_1_415754_638180118950146601.png|62747_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/58707_1_415754_638180118961820383.png||||||||||Ingrediënten :42% kaas (MELK), water, roomboter (MELK), weipoeder (MELK), 3% sambal trassie (rode peper, zout, garnalenpasta (gemodificeerd maïszetmeel, zout, garnalen (SCHAALDIEREN)), voedingszuur: azijnzuur, conserveermiddel: E202), MELKEIWITTEN, smeltzout: E452/E339, gistextract, conserveermiddel: E234.|
62785|dirk|2025-03-27|1 de Beste Smeerkaas naturel 20+|1 de Beste||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|1 de beste smeerkaas naturel 20+|0.57|0.57||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>1 de beste smeerkaas naturel 20+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/1%20de%20beste%20smeerkaas%20naturel%2020%2b/62785|||Smeerkaas 20+ Deze naturel smeerkaas van 1 de Beste is een lichtere keuze en toch heerlijk romig. Een smakelijke en veelzijdige optie voor dagelijks gebruik. Bij Dirk betaal je de laagste prijs voor kwaliteit.||Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar||Bevat Melk(eiwit), Bevat Lactose|C|Non-Organic|62785_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/58710_1_415755_638025705676691391.png|62785_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/58709_1_415755_638025705686728784.png||||||||||Ingrediënten :47% kaas (MELK), water, smeltzout: E452/E451/E339/E331, MELKEIWITTEN, weipoeder (MELK), magere MELKPOEDER, zout, conserveermiddel: E234.|
62909|dirk|2025-03-27|1 de Beste Smeerkaas naturel 48+|1 de Beste||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|1 de beste smeerkaas naturel 48+|0.58|0.58||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>1 de beste smeerkaas naturel 48+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/1%20de%20beste%20smeerkaas%20naturel%2048%2b/62909|||Smeerkaas 48+ Deze smeerkaas naturel van 1 de Beste is lekker romig en eenvoudig te smeren, perfect voor op brood of toast. Bij Dirk betaal je altijd de laagste prijs voor dit veelzijdige product.||Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar||Bevat Melk(eiwit), Bevat Lactose|E|Non-Organic|62909_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/58706_1_415753_638288128792321095.png|62909_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/58705_1_415753_638288128803100025.png||||||||||Ingrediënten :42% kaas (MELK), water, boter (MELK), weipoeder (MELK), MELKEIWITTEN, smeltzout: E452/E339, zout.|
63283|dirk|2025-03-27|ERU Goudkuipje naturel 48+|ERU||200|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Eru goudkuipje naturel 48+|2.65|2.65||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Eru goudkuipje naturel 48+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/eru%20goudkuipje%20naturel%2048%2b/63283|||Roomzachte smeerkaas 48+ * Heerlijk lichte smeerbare kaas * Bevat 5% vet * Past perfect in een gezonde leefstijl ERU Balans Naturel is een magere 15+ smeerbare kaas, gemaakt van Goudse kazen met een vleugje yoghurt. ERU Balans bevat 5% vet en past daarmee perfect in een gezond leef- en voedingspatroon. Daarnaast bevat ERU Balans 75% minder vet en 34,5% minder natrium dan soortgelijke smeerbare kazen. Het ideale beleg voor boterham, cracker of beschuit, maar ook voor 's avonds op een toastje. Verkrijgbaar in kuipje van 100 gram.||Koel bewaren tussen 4°C en 8°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|63283_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/60081_1_417152_637884747073541955.png||||||||||||Ingrediënten: kaas (MELK) water, boter (MELK), MELKeiwitten, weipoeder (MELK), smeltzouten (E452, E339, E451), zout|
63373|dirk|2025-03-27|ERU Balans naturel 15+|ERU||200|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Eru balans naturel 15+|2.85|2.85||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Eru balans naturel 15+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/eru%20balans%20naturel%2015%2b/63373|||Roomzachte smeerkaas 15+ * Heerlijk lichte smeerbare kaas * Bevat 5% vet * Past perfect in een gezonde leefstijl ERU Balans Naturel is een magere 15+ smeerbare kaas, gemaakt van Goudse kazen met een vleugje yoghurt. ERU Balans bevat 5% vet en past daarmee perfect in een gezond leef- en voedingspatroon. Daarnaast bevat ERU Balans 75% minder vet en 34,5% minder natrium dan soortgelijke smeerbare kazen. Het ideale beleg voor boterham, cracker of beschuit, maar ook voor 's avonds op een toastje. Verkrijgbaar in kuipje van 100 gram.||Koel bewaren tussen 4°C en 8°C. Na openen beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|63373_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/60080_1_417151_637884747085631479.png||||||||||||Ingrediënten: kaas (MELK), water, magere yoghurt (MELK), magere MELKpoeder, MELKeiwitten, smeltzouten (E452, E451, E339)|
91134|dirk|2025-03-27|Echte Smeerkaas sambal 20+|Echte||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Echte smeerkaas sambal 20+|0.99|0.99||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Echte smeerkaas sambal 20+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/echte%20smeerkaas%20sambal%2020%2b/91134|||Smeerkaas||Bewaaradvies: Na openen gekoeld bewaren en beperkt houdbaar. Bewaren bij < 7°C||Bevat Melk(eiwit)||Non-Organic|91134_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/155563_1_448711_638149077215800810.png|91134_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/155564_1_448711_638149077224382741.png||||||||||Ingrediënten: kaas (MELK), water sambal oelek 4 % ( chilipeper, zout, voedingszuur (azijnzuur), conserveermiddel (kaliumsorbaat), MELKeiwitten, magere MELKpoeder, smeltzouten (E331, E340, E450, E451, E462), weipoeder (MELK), paprika, gist extract, kleurstof (E101), E160c).|
91136|dirk|2025-03-27|Echte Smeerkaas naturel 20+|Echte||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Echte smeerkaas naturel 20+|0.99|0.99||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Echte smeerkaas naturel 20+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/echte%20smeerkaas%20naturel%2020%2b/91136|||Smeerkaas||Bewaaradvies: Na openen gekoeld bewaren en beperkt houdbaar. Bewaren bij < 7°C||Bevat Melk(eiwit)||Non-Organic|91136_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/155568_1_448713_638149077251894919.png|91136_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/155567_1_448713_638149077260228319.png||||||||||Ingredienten: kaas, (MELK), water, MELKeiwitten, magere MELKpoeder, smeltzouten (E331, E340, E450, E451, E452), weipoeder (MELK), kleurstof (E101).|
91246|dirk|2025-03-27|Echte Smeerkaas kruiden 20+|Echte||100|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Echte smeerkaas kruiden 20+|0.99|0.99||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Echte smeerkaas kruiden 20+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/echte%20smeerkaas%20kruiden%2020%2b/91246|||Smeerkaas||Bewaaradvies: Na openen gekoeld bewaren en beperkt houdbaar. Bewaren bij < 7°C||Bevat Melk(eiwit)||Non-Organic|91246_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/165894_1_448881_638246985303132834.png|91246_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/155574_1_448881_638246985313414907.png||||||||||Ingrediënten: kaas (MELK), water, MELKeiwitten, magere MELKPOEDER, smeltzouten (E331, E340, E450, E451, E452) weipoeder (MELK), kruiden ( 0,3%), kleurstof (E101).|
114767|dirk|2025-03-27|Echte Smeerkaas proteine naturel 15+|Echte||150|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Echte smeerkaas proteine naturel 15+|1.79|1.79||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Echte smeerkaas proteine naturel 15+|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/echte%20smeerkaas%20proteine%20naturel%2015%2b/114767|||Smeerkaas proteïne 15+||Bewaaradvies: Na openen gekoeld bewaren (<7°) en beperkt houdbaar.||Bevat Melk(eiwit)||Non-Organic|114767_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/211518_1_475485_638751198519737757.png|114767_2.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/211519_1_475485_638751198982745545.png||||||||||Ingrediënten: kaas (MELK), water, MELKeiwitten, oligofructosen, smeltzouten (E351, E450, E451 E452), magere MELKpoeder.|
375|dirk|2025-03-27|Danish Chef Cheese spread alpenkruiden|Danish Chef||85|g|Home|Boodschappen|Zuivel & kaas|Overige kazen|Danish chef cheese spread alpenkruiden|1.61|1.61||||||||||Home>Boodschappen>Zuivel & kaas>Overige kazen>Danish chef cheese spread alpenkruiden|https://www.dirk.nl/boodschappen/zuivel-kaas/overige-kazen/danish%20chef%20cheese%20spread%20alpenkruiden/375|||Deense smeerkaas 40plus||||Bevat Melk(eiwit)||Non-Organic|375_1.PNG|https://d3r3h30p75xj6a.cloudfront.net/artikelen/190171_1_11678_638509398173748276.png||||||||||||Ingrediënten: KAAS(57%), water, smeltzout E339, BOTER, WEIPERMEAAT poeder, MAGERE MELKPOEDER, alpenkruiden (0,4%), voedingszuur E330.|
